,entity 1,entity 1 label,entity 2,entity 2 label,type
2055,LSD,DRUG,maintenance of one’s sense of self,OUTCOME,POSITIVELY IMPACTS
2056,psychedelic,DRUG,maintenance of one’s sense of self,OUTCOME,POSITIVELY IMPACTS
2057,psychedelic,DRUG,self-loss,SUBJECTIVE,POSITIVELY IMPACTS
2058,autobiographical information,OUTCOME,secure sense of self,OUTCOME,POSITIVELY IMPACTS
2059,LSD,DRUG,autobiographical memory,SUBJECTIVE,POSITIVELY IMPACTS
2060,LSD,DRUG,self,SUBJECTIVE,POSITIVELY IMPACTS
2061,psychedelic,DRUG,highly salient and/or traumatic events,OUTCOME,POSITIVELY IMPACTS
2062,altered) states of consciousness,SUBJECTIVE,spontaneous cognition,OUTCOME,POSITIVELY IMPACTS
2067,LSD,DRUG,intoxicant,DRUG,POSITIVELY IMPACTS
2068,LSD,DRUG,mentation about the future,OUTCOME,POSITIVELY IMPACTS
2069,LSD,DRUG,alcohol,DRUG,POSITIVELY IMPACTS
2071,exhilarating,DRUG,alcohol,DRUG,POSITIVELY IMPACTS
2072,exhilarating,DRUG,past-focused mentation,SUBJECTIVE,POSITIVELY IMPACTS
2073,exhilarating,DRUG,past-focused reflection,SUBJECTIVE,POSITIVELY IMPACTS
2074,exhilarating experiences,HEALTH,alcohol,DRUG,POSITIVELY IMPACTS
2075,exhilarating experiences,HEALTH,past-focused reflection,SUBJECTIVE,POSITIVELY IMPACTS
2078,psychedelics,DRUG,alcohol,DRUG,POSITIVELY IMPACTS
2080,psilocybin,DRUG,past-focused reflection,SUBJECTIVE,POSITIVELY IMPACTS
2082,psychedelics,DRUG,promoting a mental state,OUTCOME,POSITIVELY IMPACTS
2083,psychedelics,DRUG,mindfulness-promoting effects,OUTCOME,POSITIVELY IMPACTS
2084,LSD,DRUG,promoting a mental state,OUTCOME,POSITIVELY IMPACTS
2085,LSD,DRUG,mindfulness-promoting effects,OUTCOME,POSITIVELY IMPACTS
2087,psychedelic compounds,DRUG,sustained changes in attitudes and beliefs,OUTCOME,POSITIVELY IMPACTS
2088,psychedelic compounds,DRUG,trait openness,OUTCOME,POSITIVELY IMPACTS
2089,psychedelic compounds,DRUG,optimism,OUTCOME,POSITIVELY IMPACTS
2091,psilocybin,DRUG,reduction of depressive symptoms,OUTCOME,POSITIVELY IMPACTS
2093,psilocybin,DRUG,optimism,OUTCOME,POSITIVELY IMPACTS
2094,psilocybin,DRUG,enduring reductions in anxiety,OUTCOME,POSITIVELY IMPACTS
2096,psilocybin,DRUG,"life meaning, and optimism",OUTCOME,POSITIVELY IMPACTS
2099,psilocybin,DRUG,rapid and sustained antidepressant effects,OUTCOME,POSITIVELY IMPACTS
2100,psilocybin,DRUG,MDD,HEALTH,POSITIVELY IMPACTS
2102,greater nature relatedness,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2103,psychedelic,DRUG,nature-inspiring experiences of awe,OUTCOME,POSITIVELY IMPACTS
2104,psychedelic,DRUG,cognitive and affective benefits,OUTCOME,POSITIVELY IMPACTS
2106,psilocybin,DRUG,sense of ‘connectedness,SUBJECTIVE,POSITIVELY IMPACTS
2107,Psychedelic drug,DRUG,higher on attitudes of,OUTCOME,POSITIVELY IMPACTS
2108,psychedelic,DRUG,higher on attitudes of,OUTCOME,POSITIVELY IMPACTS
2109,psychedelics,DRUG,higher on attitudes of,OUTCOME,POSITIVELY IMPACTS
2110,psychedelics,DRUG,lower value on ‘financial prosperity,OUTCOME,POSITIVELY IMPACTS
2112,psychedelics,DRUG,increase trait openness,OUTCOME,POSITIVELY IMPACTS
2113,psychedelics,DRUG,positive association between openness and liberalism,OUTCOME,POSITIVELY IMPACTS
2114,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,alcohol,DRUG,POSITIVELY IMPACTS
2115,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,profound implications,OUTCOME,POSITIVELY IMPACTS
2116,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,promote a generalised sense of connectedness,OUTCOME,POSITIVELY IMPACTS
2117,psychedelic,DRUG,profound implications,OUTCOME,POSITIVELY IMPACTS
2118,psychedelic,DRUG,promote a generalised sense of connectedness,OUTCOME,POSITIVELY IMPACTS
2119,psilocybin,DRUG,authoritarian attitudes,OUTCOME,POSITIVELY IMPACTS
2121,AYA,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS
2123,psychedelic substances,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS
2125,AYA,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
2128,AYA,DRUG,sense of “self,SUBJECTIVE,POSITIVELY IMPACTS
2130,hallucinogens,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
2133,psilocybin,DRUG,reduced amygdala reactivity,OUTCOME,POSITIVELY IMPACTS
2136,AYA,DRUG,brain,NEURAL,POSITIVELY IMPACTS
2137,AYA,DRUG,attentional processes,OUTCOME,POSITIVELY IMPACTS
2146,hypomania,OUTCOME,bipolar disorders,HEALTH,POSITIVELY IMPACTS
2148,optimism,OUTCOME,life attitudes and views,OUTCOME,POSITIVELY IMPACTS
2149,AYA,DRUG,changes in personality traits,OUTCOME,POSITIVELY IMPACTS
2150,AYA,DRUG,life attitudes and views,OUTCOME,POSITIVELY IMPACTS
2151,AYA,DRUG,shyness,OUTCOME,POSITIVELY IMPACTS
2152,AYA,DRUG,transpersonal feelings and spirituality,OUTCOME,POSITIVELY IMPACTS
2154,AYA,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
2155,psilocybin,DRUG,modulated effective connectivity,OUTCOME,POSITIVELY IMPACTS
2156,psilocybin,DRUG,threat-processing,OUTCOME,POSITIVELY IMPACTS
2157,AMG,NEURAL,visual threat processing,NEURAL,POSITIVELY IMPACTS
2159,psilocybin,DRUG,attenuation of top-down threat signaling,OUTCOME,POSITIVELY IMPACTS
2160,psilocybin,DRUG,decreased threat sensitivity in the visual cortex,OUTCOME,POSITIVELY IMPACTS
2163,psilocybin,DRUG,attenuation of top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2166,psilocybin,DRUG,decrease of behavioral and electrophysiological responses in the visual cortex to threat stimuli,OUTCOME,POSITIVELY IMPACTS
2168,psilocybin,DRUG,threat processing,OUTCOME,POSITIVELY IMPACTS
2170,psilocybin,DRUG,visual cortex,NEURAL,POSITIVELY IMPACTS
2176,psilocybin,DRUG,inhibitory top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2177,psilocybin,DRUG,increased LPFC → AMG top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2178,psilocybin,DRUG,increase top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2179,psilocybin,DRUG,reduction of AMG activity,OUTCOME,POSITIVELY IMPACTS
2180,psilocybin,DRUG,increased top-down effect,OUTCOME,POSITIVELY IMPACTS
2186,psilocybin,DRUG,reduced top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2187,psilocybin,DRUG,reduced top-down modulation,OUTCOME,POSITIVELY IMPACTS
2192,psilocybin,DRUG,amygdala neurons,NEURAL,POSITIVELY IMPACTS
2193,DOI,NEURAL,reduced top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2194,DOI,NEURAL,amygdala neurons,NEURAL,POSITIVELY IMPACTS
2195,AMG,NEURAL,reduced top-down connectivity,OUTCOME,POSITIVELY IMPACTS
2196,AMG,NEURAL,reduced top-down modulation,OUTCOME,POSITIVELY IMPACTS
2197,AMG,NEURAL,amygdala neurons,NEURAL,POSITIVELY IMPACTS
2198,selective serotonin reuptake inhibitor,ANTIDEPRESSANT_DRUG,amygdala,NEURAL,POSITIVELY IMPACTS
2200,psychedelic,DRUG,emotional breakthrough,OUTCOME,POSITIVELY IMPACTS
2201,EBI,NEURAL,emotional breakthrough,OUTCOME,POSITIVELY IMPACTS
2202,psychedelic,DRUG,therapeutic setting,OUTCOME,POSITIVELY IMPACTS
2204,psychedelic,DRUG,state,SUBJECTIVE,POSITIVELY IMPACTS
2207,psychedelic,DRUG,increased brain entropy,OUTCOME,POSITIVELY IMPACTS
2209,psychedelic,DRUG,increased trait ‘openness,OUTCOME,POSITIVELY IMPACTS
2212,Psychedelics,DRUG,depressive symptoms,HEALTH,POSITIVELY IMPACTS
2213,DMT,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
2215,DMT,DRUG,shorter total distance,OUTCOME,POSITIVELY IMPACTS
2218,DMT,DRUG,spatial memory,OUTCOME,POSITIVELY IMPACTS
2219,decreased rearing,OUTCOME,anxiety,HEALTH,POSITIVELY IMPACTS
2222,compounds,DRUG,lasting impact on fear memory,OUTCOME,POSITIVELY IMPACTS
2223,DMT,DRUG,stronger extinction memory,OUTCOME,POSITIVELY IMPACTS
2224,DMT,DRUG,increases swimming behavior,OUTCOME,POSITIVELY IMPACTS
2225,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,fluoxetine,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2226,ayahuasca,DRUG,fluoxetine,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2228,ayahuasca,DRUG,treatment-resistant populations,HEALTH,POSITIVELY IMPACTS
2229,ketamine,DRUG,fluoxetine,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2230,ketamine,DRUG,long-lasting,OUTCOME,POSITIVELY IMPACTS
2233,ketamine,DRUG,treatment-resistant populations,HEALTH,POSITIVELY IMPACTS
2235,ketamine,DRUG,brain,NEURAL,POSITIVELY IMPACTS
2238,ketamine,DRUG,long-lasting changes,OUTCOME,POSITIVELY IMPACTS
2239,DMT,DRUG,long-lasting changes,OUTCOME,POSITIVELY IMPACTS
2240,NMDA,NEURAL,long-lasting changes,OUTCOME,POSITIVELY IMPACTS
2243,ayahausca,DRUG,long-lasting changes,OUTCOME,POSITIVELY IMPACTS
2244,ayahausca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
2245,DMT,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2256,serotonergic psychedelic,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2262,DMT,DRUG,antidepressants,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2270,ayahuasca,DRUG,antidepressants,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2271,serotonergic psychedelics,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2275,LSD,DRUG,behavior,SUBJECTIVE,POSITIVELY IMPACTS
2276,LSD,DRUG,detectable subjective effects,OUTCOME,POSITIVELY IMPACTS
2277,LSD,DRUG,increases in ratings of drug effects scales,OUTCOME,POSITIVELY IMPACTS
2278,LSD,DRUG,subjective and behavioral effects,OUTCOME,POSITIVELY IMPACTS
2279,LSD,DRUG,microdoses,DRUG,POSITIVELY IMPACTS
2287,LSD,DRUG,feel drug,OUTCOME,POSITIVELY IMPACTS
2288,LSD,DRUG,drug,OUTCOME,POSITIVELY IMPACTS
2294,LSD,DRUG,effects on mood,OUTCOME,POSITIVELY IMPACTS
2296,LSD,DRUG,mood disturbances,HEALTH,POSITIVELY IMPACTS
2297,drug,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2298,drug,DRUG,stress,OUTCOME,POSITIVELY IMPACTS
2299,drug,DRUG,lower distractibility,OUTCOME,POSITIVELY IMPACTS
2304,microdosing psilocybin,DRUG,improved convergent and divergent thinking,OUTCOME,POSITIVELY IMPACTS
2305,psilocybin,DRUG,reduced feelings of social rejection,OUTCOME,POSITIVELY IMPACTS
2308,drugs,DRUG,therapeutic affects,OUTCOME,POSITIVELY IMPACTS
2309,drugs,DRUG,the drug,DRUG,POSITIVELY IMPACTS
2312,drug,DRUG,the drug,DRUG,POSITIVELY IMPACTS
2313,drug,DRUG,improves mood and cognition,OUTCOME,POSITIVELY IMPACTS
2314,drug,DRUG,understanding of the neural and behavioral processes,OUTCOME,POSITIVELY IMPACTS
2315,drug,DRUG,depressed mood,HEALTH,POSITIVELY IMPACTS
2316,psychedelic microdosing,DRUG,lower dysfunctional attitudes and negative emotionality,OUTCOME,POSITIVELY IMPACTS
2317,psychedelic microdosing,DRUG,"higher wisdom, open-mindedness, and creativity",OUTCOME,POSITIVELY IMPACTS
2318,microdosing,DRUG,lower dysfunctional attitudes and negative emotionality,OUTCOME,POSITIVELY IMPACTS
2319,microdosing,DRUG,"higher wisdom, open-mindedness, and creativity",OUTCOME,POSITIVELY IMPACTS
2322,LSD,DRUG,lower dysfunctional attitudes and negative emotionality,OUTCOME,POSITIVELY IMPACTS
2323,LSD,DRUG,"higher wisdom, open-mindedness, and creativity",OUTCOME,POSITIVELY IMPACTS
2324,psilocybin,DRUG,lower dysfunctional attitudes and negative emotionality,OUTCOME,POSITIVELY IMPACTS
2325,psilocybin,DRUG,"higher wisdom, open-mindedness, and creativity",OUTCOME,POSITIVELY IMPACTS
2326,psilocybin,DRUG,meaningfully lower levels of dysfunctional attitudes,OUTCOME,POSITIVELY IMPACTS
2329,microdosing,DRUG,meaningfully lower levels of dysfunctional attitudes,OUTCOME,POSITIVELY IMPACTS
2330,microdosing,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
2331,microdosing,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2332,microdosers,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
2333,microdosers,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2334,microdosers,DRUG,positive emotional valence,OUTCOME,POSITIVELY IMPACTS
2336,microdosers,DRUG,enhanced capacity for perspective taking,OUTCOME,POSITIVELY IMPACTS
2337,microdosers,DRUG,resilience in the face of the vicissitudes of life,OUTCOME,POSITIVELY IMPACTS
2338,microdosers,DRUG,increased feelings of engagement and connection,OUTCOME,POSITIVELY IMPACTS
2339,microdosers,DRUG,increases in openness,OUTCOME,POSITIVELY IMPACTS
2340,microdosing,DRUG,creativity,DRUG,POSITIVELY IMPACTS
2341,microdosing,DRUG,mood,DRUG,POSITIVELY IMPACTS
2346,decreased amygdala responsiveness,OUTCOME,therapeutic action,OUTCOME,POSITIVELY IMPACTS
2347,SSRIs,ANTIDEPRESSANT_DRUG,therapeutic action,OUTCOME,POSITIVELY IMPACTS
2348,psilocybin,DRUG,therapeutic action,OUTCOME,POSITIVELY IMPACTS
2350,psilocybin,DRUG,make emotional ‘confrontation’ more likely,OUTCOME,POSITIVELY IMPACTS
2351,psilocybin,DRUG,emotional breakthrough,OUTCOME,POSITIVELY IMPACTS
2352,psilocybin,DRUG,resolution,OUTCOME,POSITIVELY IMPACTS
2355,psilocybin,DRUG,antidepressant action,OUTCOME,POSITIVELY IMPACTS
2356,psilocybin,DRUG,changes in spontaneous brain function,OUTCOME,POSITIVELY IMPACTS
2357,psilocybin,DRUG,acute brain effects,OUTCOME,POSITIVELY IMPACTS
2364,psilocybin,DRUG,post treatment brain changes,OUTCOME,POSITIVELY IMPACTS
2365,psilocybin,DRUG,functional brain measures,OUTCOME,POSITIVELY IMPACTS
2367,psilocybin,DRUG,novel intervention for major depression,OUTCOME,POSITIVELY IMPACTS
2369,Psilocybin,DRUG,depressed patients,HEALTH,POSITIVELY IMPACTS
2370,Psilocybin,DRUG,novel intervention for major depression,OUTCOME,POSITIVELY IMPACTS
2371,Psilocybin,DRUG,"safe, rapid and potentially enduring in its antidepressant action",OUTCOME,POSITIVELY IMPACTS
2374,cancer-related psychiatric and existential distress,HEALTH,depression,HEALTH,POSITIVELY IMPACTS
2375,psilocybin,DRUG,cancer-related psychiatric and existential distress,HEALTH,POSITIVELY IMPACTS
2378,psilocybin,DRUG,hopelessness,OUTCOME,POSITIVELY IMPACTS
2379,psilocybin,DRUG,demoralization,OUTCOME,POSITIVELY IMPACTS
2380,psilocybin,DRUG,death anxiety,OUTCOME,POSITIVELY IMPACTS
2381,psilocybin,DRUG,spiritual well-being,OUTCOME,POSITIVELY IMPACTS
2386,hopelessness,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2388,antidepressant or anxiolytic response,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2389,subjective experiences of positive changes,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2394,psilocybin,DRUG,subjective experiences of positive changes,OUTCOME,POSITIVELY IMPACTS
2397,psilocybin,DRUG,personally meaningful and spiritually significant experiences,OUTCOME,POSITIVELY IMPACTS
2398,psilocybin,DRUG,existential distress,HEALTH,POSITIVELY IMPACTS
2399,personally meaningful and spiritually significant experiences,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2405,psilocybin,DRUG,cancer-related existential distress,HEALTH,POSITIVELY IMPACTS
2412,psilocybin,DRUG,promising protective strategy against suicides,OUTCOME,POSITIVELY IMPACTS
2413,psilocybin,DRUG,passive suicidality,HEALTH,POSITIVELY IMPACTS
2418,psilocybin,DRUG,cancer-related distress,HEALTH,POSITIVELY IMPACTS
2420,psilocybin,DRUG,stronger reductions in subjective reports of depression,OUTCOME,POSITIVELY IMPACTS
2423,psilocybin,DRUG,anxiolytic and antidepressant effects,OUTCOME,POSITIVELY IMPACTS
2424,mystical-type experience,SUBJECTIVE,anxiolytic and antidepressant effects,OUTCOME,POSITIVELY IMPACTS
2427,psilocybin,DRUG,addictive disorders,HEALTH,POSITIVELY IMPACTS
2428,psilocybin,DRUG,increases in trait openness,OUTCOME,POSITIVELY IMPACTS
2430,Psychedelic-induced states of consciousness,SUBJECTIVE,increases in trait openness,OUTCOME,POSITIVELY IMPACTS
2431,Psychedelic-induced states of consciousness,SUBJECTIVE,cognitive flexibility,OUTCOME,POSITIVELY IMPACTS
2432,Psychedelic-induced states of consciousness,SUBJECTIVE,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS
2433,psilocybin,DRUG,dissolution of boundaries,SUBJECTIVE,POSITIVELY IMPACTS
2434,psilocybin,DRUG,feelings of unity,SUBJECTIVE,POSITIVELY IMPACTS
2436,psilocybin,DRUG,cope with life stressors,OUTCOME,POSITIVELY IMPACTS
2444,psilocybin,DRUG,emotional processing,OUTCOME,POSITIVELY IMPACTS
2445,psilocybin,DRUG,emotional regulation in the long-term,OUTCOME,POSITIVELY IMPACTS
2454,psilocybin,DRUG,"highly memorable, meaningful, and spiritually significant effects",OUTCOME,POSITIVELY IMPACTS
2455,psilocybin,DRUG,inherently confer therapeutic benefits,OUTCOME,POSITIVELY IMPACTS
2471,psychedelic compounds,DRUG,antidepressants,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2472,psychedelic compounds,DRUG,monoaminergic enhancement,NEURAL,POSITIVELY IMPACTS
2474,psychedelics,DRUG,antidepressants,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2475,psychedelics,DRUG,monoaminergic enhancement,NEURAL,POSITIVELY IMPACTS
2479,PLA,DRUG,rapid action,OUTCOME,POSITIVELY IMPACTS
2481,BDNF,NEURAL,BDNF,SUBJECTIVE,POSITIVELY IMPACTS
2483,ayahuasca,DRUG,lower symptoms of depression,OUTCOME,POSITIVELY IMPACTS
2484,ayahuasca,DRUG,antidepressant,ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS
2485,psilocybin,DRUG,cancer-related emotional distress,HEALTH,POSITIVELY IMPACTS
2486,psilocybin,DRUG,"rapid, substantial, and enduring anxiolytic and antidepressant effects",OUTCOME,POSITIVELY IMPACTS
2487,psilocybin,DRUG,cancer-related psychological and existential distress,HEALTH,POSITIVELY IMPACTS
2489,psilocybin,DRUG,symptoms of distress,OUTCOME,POSITIVELY IMPACTS
2492,Chrissy,DRUG,death,HEALTH,POSITIVELY IMPACTS
2494,cord to the universe,SUBJECTIVE,death,HEALTH,POSITIVELY IMPACTS
2497,mystical-type experiences,SUBJECTIVE,death,HEALTH,POSITIVELY IMPACTS
2500,cancer,HEALTH,death,HEALTH,POSITIVELY IMPACTS
2502,death,HEALTH,death,HEALTH,POSITIVELY IMPACTS
2503,no longer being preoccupied or overwhelmed by fear,OUTCOME,death,HEALTH,POSITIVELY IMPACTS
2504,psilocybin,DRUG,release of complicated emotions,OUTCOME,POSITIVELY IMPACTS
2509,psilocybin,DRUG,expanded perspective on,OUTCOME,POSITIVELY IMPACTS
2510,psilocybin,DRUG,Transcendence,SUBJECTIVE,POSITIVELY IMPACTS
2511,psilocybin,DRUG,greater meaning to suffering,OUTCOME,POSITIVELY IMPACTS
2512,psilocybin,DRUG,spiritually significant,OUTCOME,POSITIVELY IMPACTS
2513,psilocybin,DRUG,personally meaningful experiences,OUTCOME,POSITIVELY IMPACTS
2514,psilocybin,DRUG,spiritual significance,OUTCOME,POSITIVELY IMPACTS
2515,psilocybin,DRUG,expanded life priorities,OUTCOME,POSITIVELY IMPACTS
2519,psilocybin,DRUG,emotions,SUBJECTIVE,POSITIVELY IMPACTS
2520,psilocybin,DRUG,positive attributes in meaning,OUTCOME,POSITIVELY IMPACTS
2525,psilocybin,DRUG,heightened sense of meaning and perspective,OUTCOME,POSITIVELY IMPACTS
2526,psilocybin,DRUG,positive changes in individuals lives,OUTCOME,POSITIVELY IMPACTS
2527,psilocybin,DRUG,increase in well-being,OUTCOME,POSITIVELY IMPACTS
2528,psilocybin,DRUG,sense of life priority,OUTCOME,POSITIVELY IMPACTS
2532,enduring effects,OUTCOME,cancer,HEALTH,POSITIVELY IMPACTS
2534,death,HEALTH,cancer,HEALTH,POSITIVELY IMPACTS
2540,DLPFC,NEURAL,enhanced amygdala recruitment,OUTCOME,POSITIVELY IMPACTS
2543,RSNs,NEURAL,thalamus,NEURAL,POSITIVELY IMPACTS
2544,LSD,DRUG,thalamus,NEURAL,POSITIVELY IMPACTS
2545,psilocybin,DRUG,thalamus,NEURAL,POSITIVELY IMPACTS
2564,hallucinogenic drugs,DRUG,striatum,NEURAL,POSITIVELY IMPACTS
2566,altered hub connectivity,NEURAL,depression,HEALTH,POSITIVELY IMPACTS
2567,altered hub connectivity,NEURAL,anxiety,HEALTH,POSITIVELY IMPACTS
2568,altered hub connectivity,NEURAL,addiction,HEALTH,POSITIVELY IMPACTS
2570,hallucinogens,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2571,hallucinogens,DRUG,addiction,HEALTH,POSITIVELY IMPACTS
2576,LSD,DRUG,neurovascular coupling,NEURAL,POSITIVELY IMPACTS
2577,LSD,DRUG,negatively influenced subjective drug effects,OUTCOME,POSITIVELY IMPACTS
2578,psychedelics,DRUG,emotion,SUBJECTIVE,POSITIVELY IMPACTS
2579,psychedelics,DRUG,self-regulation,SUBJECTIVE,POSITIVELY IMPACTS
2580,psychedelics,DRUG,trans-diagnostic treatment mechanisms in psychiatry,OUTCOME,POSITIVELY IMPACTS
2581,psychedelics,DRUG,development of novel rapid-acting and long-lasting treatment approaches,OUTCOME,POSITIVELY IMPACTS
2583,psychedelics,DRUG,regulation,SUBJECTIVE,POSITIVELY IMPACTS
2591,DMN,NEURAL,signal complexity,OUTCOME,POSITIVELY IMPACTS
2592,LSD,DRUG,signal complexity,OUTCOME,POSITIVELY IMPACTS
2593,psilocybin,DRUG,functional and directed connectivity,NEURAL,POSITIVELY IMPACTS
2594,psilocybin,DRUG,increased synchrony of sensory brain regions,NEURAL,POSITIVELY IMPACTS
2595,psilocybin,DRUG,decreased integrity of associative brain regions,NEURAL,POSITIVELY IMPACTS
2596,psilocybin,DRUG,entropy,OUTCOME,POSITIVELY IMPACTS
2597,psilocybin,DRUG,signal complexity,OUTCOME,POSITIVELY IMPACTS
2598,psilocybin,DRUG,neuronal dynamics,NEURAL,POSITIVELY IMPACTS
2603,psychedelics,DRUG,neuronal dynamics,NEURAL,POSITIVELY IMPACTS
2604,psychedelics,DRUG,modulate a person’s self-focus,OUTCOME,POSITIVELY IMPACTS
2605,psychedelics,DRUG,reduce negative emotional processing,OUTCOME,POSITIVELY IMPACTS
2606,psychedelics,DRUG,strengthen social,OUTCOME,POSITIVELY IMPACTS
2607,psychedelics,DRUG,trans-diagnostic mechanisms,OUTCOME,POSITIVELY IMPACTS
2608,psychedelics,DRUG,long-lasting effects,OUTCOME,POSITIVELY IMPACTS
2609,psychedelic,DRUG,"molecular, systems-level and functional alterations",OUTCOME,POSITIVELY IMPACTS
2610,psychedelics,DRUG,"molecular, systems-level and functional alterations",OUTCOME,POSITIVELY IMPACTS
2611,psychedelic substances,DRUG,"molecular, systems-level and functional alterations",OUTCOME,POSITIVELY IMPACTS
2612,psilocybin,DRUG,neuromodulator systems,DRUG,POSITIVELY IMPACTS
2613,psilocybin,DRUG,brain,NEURAL,POSITIVELY IMPACTS
2614,serotonin system,NEURAL,brain,NEURAL,POSITIVELY IMPACTS
2616,psilocybin,DRUG,multilevel plasticity,OUTCOME,POSITIVELY IMPACTS
2620,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,multilevel plasticity,OUTCOME,POSITIVELY IMPACTS
2621,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,therapeutic action,OUTCOME,POSITIVELY IMPACTS
2622,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,treatment-resistant depression,HEALTH,POSITIVELY IMPACTS
2647,Ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2648,Ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
2663,psychedelic,DRUG,mood,OUTCOME,POSITIVELY IMPACTS
2664,psychedelic,DRUG,reduced feelings of apprehension,OUTCOME,POSITIVELY IMPACTS
2666,psychedelic,DRUG,anti-depressant and anxiolytic effects,OUTCOME,POSITIVELY IMPACTS
2667,psychedelic,DRUG,spiritually meaningful,OUTCOME,POSITIVELY IMPACTS
2668,psychedelic,DRUG,decreased disease-related demoralisation,OUTCOME,POSITIVELY IMPACTS
2669,psychedelic,DRUG,hopelessness,OUTCOME,POSITIVELY IMPACTS
2670,psychedelic,DRUG,improved quality of life,OUTCOME,POSITIVELY IMPACTS
2673,psychedelics,DRUG,self-resolving,OUTCOME,POSITIVELY IMPACTS
2678,serotonin (5-HT2A) receptor downregulation,NEURAL,suicidality,OUTCOME,POSITIVELY IMPACTS
2679,psychedelic users,HEALTH,lower rates of psychological distress,OUTCOME,POSITIVELY IMPACTS
2680,psychedelic users,HEALTH,suicidality,OUTCOME,POSITIVELY IMPACTS
2681,psychedelics,DRUG,suicidality,OUTCOME,POSITIVELY IMPACTS
2682,psychedelics,DRUG,lower rates of psychological distress,OUTCOME,POSITIVELY IMPACTS
2684,psychedelics,DRUG,heightened state of consciousness,SUBJECTIVE,POSITIVELY IMPACTS
2685,psychedelic,DRUG,heightened state of consciousness,SUBJECTIVE,POSITIVELY IMPACTS
2694,expectancy,OUTCOME,somatic diseases,HEALTH,POSITIVELY IMPACTS
2696,psilocybin,DRUG,psychoactive effects,OUTCOME,POSITIVELY IMPACTS
2700,psychedelics,DRUG,comparable anti-depressant and anxiolytic effects,OUTCOME,POSITIVELY IMPACTS
2701,Ayahuasca,DRUG,entropy increases,OUTCOME,POSITIVELY IMPACTS
2702,Ayahuasca,DRUG,geodesic distance,OUTCOME,POSITIVELY IMPACTS
2703,Ayahuasca,DRUG,clustering coefficient,OUTCOME,POSITIVELY IMPACTS
2704,Ayahuasca,DRUG,local efficiency,OUTCOME,POSITIVELY IMPACTS
2706,Ayahuasca,DRUG,increase of local integration,OUTCOME,POSITIVELY IMPACTS
2707,Ayahuasca,DRUG,the entropy,OUTCOME,POSITIVELY IMPACTS
2709,the entropy,OUTCOME,increase in entropy,OUTCOME,POSITIVELY IMPACTS
2710,Ayahuasca,DRUG,increase in entropy,OUTCOME,POSITIVELY IMPACTS
2711,Ayahuasca,DRUG,increase of geodesic distance,OUTCOME,POSITIVELY IMPACTS
2712,Ayahuasca,DRUG,decrease of global efficiency,OUTCOME,POSITIVELY IMPACTS
2713,Ayahuasca,DRUG,less globally integrated,OUTCOME,POSITIVELY IMPACTS
