,entity 1,entity 1 label,entity 2,entity 2 label,type,source
2807,psychological flexibility,OUTCOME,anxiety,HEALTH,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2808,psilocybin,DRUG,) addiction,HEALTH,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2809,psychedelics,DRUG,biologically verified abstinence at 6 months post-treatment,OUTCOME,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2810,psychedelics,DRUG,mindfulness/,SUBJECTIVE,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2811,psychedelics,DRUG,acceptance,SUBJECTIVE,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2812,psychedelics,DRUG,commitment and behavior change processes,OUTCOME,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2813,psychedelic,DRUG,depression,HEALTH,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2814,psychedelic,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2815,mystical experiences,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS,91b505828d6e5d2de4738b7d3a1631de383de3d810778d2bd585c75922646ffa
2816,psychedelic compounds,DRUG,"rapid, long-lasting changes in mood and behavior",OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2817,DMT,DRUG,increase swimming behavior in the forced swim test,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2818,DMT,DRUG,"promoting the rapid growth of dendritic branches, spines, and synapses",OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2819,DMT,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2820,psychedelics,DRUG,increase swimming behavior in the forced swim test,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2821,psychedelics,DRUG,"promoting the rapid growth of dendritic branches, spines, and synapses",OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2822,psychedelics,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2823,psychedelics,DRUG,"promoting the rapid growth of dendritic branches, spines, and synapses",OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2824,psychedelics,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2825,5-HT2A receptors,NEURAL,increase the excitability of pyramidal neurons,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2826,5-HT2A receptors,NEURAL,behavioral changes,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2827,5-HT2A receptors,NEURAL,fear extinction,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2828,5-HT2A receptors,NEURAL,effortful response to behavioral challenge,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2829,DMT,DRUG,"promoting the rapid growth of dendritic branches, spines, and synapses",OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2830,DMT,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2831,DMT,DRUG,spontaneous EPSCs,NEURAL,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2832,positive neuroadaptations in circuits,NEURAL,behavioral changes,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2833,positive neuroadaptations in circuits,NEURAL,fear extinction,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2834,positive neuroadaptations in circuits,NEURAL,effortful response to behavioral challenge,OUTCOME,THOUGHT TO CAUSE,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2835,DMT,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2836,DMT,DRUG,spontaneous EPSCs,NEURAL,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2837,DMT,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2838,DMT,DRUG,spontaneous EPSCs,NEURAL,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2839,DMT,DRUG,very different biochemical and structural phenotypes,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2840,DMT,DRUG,promote sufficient plasticity to strengthen key circuits involved in the regulation of mood and fear,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2841,DMT,DRUG,promote sufficient plasticity to strengthen key circuits involved in the regulation of mood and fear,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2842,DMT,DRUG,increase glutamate release in the cortex,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2843,psychedelics,DRUG,increase glutamate release in the cortex,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2844,LSD,DRUG,hyperactivity,OUTCOME,NEGATIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2845,LSD,DRUG,anhedonia,OUTCOME,NEGATIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2846,LSD,DRUG,social deficits,OUTCOME,NEGATIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2847,psychedelic compounds,DRUG,behavioral outcomes,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2848,psychedelic compounds,DRUG,gene expression of several genes related to neural plasticity,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2849,minimal changes in BDNF expression in the cortex,OUTCOME,HTR2A,NEURAL,NEEDS MORE RESEARCH BETWEEN,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2850,minimal changes in BDNF expression in the cortex,OUTCOME,HTR2A,NEURAL,NEEDS MORE RESEARCH BETWEEN,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2851,increased BDNF expression,OUTCOME,HTR2A,NEURAL,NEEDS MORE RESEARCH BETWEEN,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2852,increased BDNF expression,OUTCOME,HTR2A,NEURAL,NEEDS MORE RESEARCH BETWEEN,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2853,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,tolerance in humans,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2854,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,repair of damaged circuits relevant to mood and anxiety,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2855,DMT,DRUG,tolerance in humans,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2856,DMT,DRUG,repair of damaged circuits relevant to mood and anxiety,OUTCOME,POSITIVELY IMPACTS,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2857,changes in the expression of BDNF,OUTCOME,HTR2A,NEURAL,NEEDS MORE RESEARCH BETWEEN,c2909efcda6f4f4990dbe45ae15e50782f24c445278b2a734a79f7ab456c4613
2858,psychedelics,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,5c08b7e0b94bcd5d81878e15addbdc800809495ca717cc5e9f40034e1766d10d
2859,nonsubjective anesthesia,SUBJECTIVE,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,5c08b7e0b94bcd5d81878e15addbdc800809495ca717cc5e9f40034e1766d10d
2860,nonhallucinogenic psychoplastogens,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2861,activation of 5-HT2A receptors.33,NEURAL,cortical neuron structural plasticity,OUTCOME,THOUGHT TO CAUSE,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2862,psychedelic compounds,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2863,TBG,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2864,TBG,DRUG,depression,HEALTH,NEEDS MORE RESEARCH BETWEEN,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2865,TBG,DRUG,alcohol use disorder,HEALTH,NEEDS MORE RESEARCH BETWEEN,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2866,TBG,DRUG,heroin use disorder.33,HEALTH,NEEDS MORE RESEARCH BETWEEN,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2867,functionally selective 5-HT2A receptor ligands,NEURAL,cortical neuron structural plasticity,OUTCOME,THOUGHT TO CAUSE,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2868,mystical-like experiences,SUBJECTIVE,therapeutic effects,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2869,psychedelics,DRUG,enhanced neural plasticity,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2870,hallucinogenic effects,OUTCOME,enhanced neural plasticity,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2871,anesthetics,DRUG,neural plasticity,OUTCOME,NEEDS MORE RESEARCH BETWEEN,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2872,anesthetics,DRUG,antidepressant effects,OUTCOME,NEEDS MORE RESEARCH BETWEEN,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2873,serotonergic psychedelic,DRUG,enhanced neural plasticity,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2874,serotonergic psychedelic,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2875,serotonergic psychedelic,DRUG,depressed,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2876,ketamine,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2877,ketamine-induced mystical experiences,OUTCOME,postoperative mood,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2878,psychedelics,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2879,psychedelics,DRUG,depressed,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2880,psychedelics,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2881,psychedelics,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2882,psychedelics,DRUG,exceptionally strong placebo effect,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2883,psychedelics,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2884,psychedelics,DRUG,depressed,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2885,psychedelics,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2886,psychedelics,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2887,psychedelics,DRUG,exceptionally strong placebo effect,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2888,mystical-type experiences,SUBJECTIVE,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2889,mystical-type experiences,SUBJECTIVE,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2890,mystical-type experiences,SUBJECTIVE,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2891,mystical-type experiences,SUBJECTIVE,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2892,heightened neural plasticity,OUTCOME,therapeutic responses,OUTCOME,THOUGHT TO CAUSE,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2893,profound subjective experience,SUBJECTIVE,therapeutic responses,OUTCOME,THOUGHT TO CAUSE,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2894,drugs,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2895,drugs,DRUG,exceptionally strong placebo effect,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2896,drugs,DRUG,heightened neural plasticity,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2897,drugs,DRUG,treating,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2898,drugs,DRUG,depression,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2899,drugs,DRUG,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2900,drugs,DRUG,neurobiology,NEURAL,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2901,drugs,DRUG,neural plasticity,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2902,drugs,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2903,drugs,DRUG,treating,OUTCOME,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2904,drugs,DRUG,depression,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2905,drugs,DRUG,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2906,drugs,DRUG,neurobiology,NEURAL,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2907,rewiring pathological neural circuitry,OUTCOME,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2908,nonhallucinogenic analogues,DRUG,neural plasticity,OUTCOME,NEEDS MORE RESEARCH BETWEEN,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2909,psychedelics,DRUG,therapeutic responses,OUTCOME,THOUGHT TO CAUSE,03580f6108d360d1e01a1f1892488c04a3d79f0031aa21dc8f5842ddec4b6eb0
2910,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2911,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2912,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2913,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2914,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2915,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2916,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2917,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2918,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2919,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2920,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2921,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2922,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2923,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2924,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2925,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2926,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2927,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2928,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2929,psilocybin,DRUG,treatment-resistant depression,HEALTH,NEEDS MORE RESEARCH BETWEEN,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2930,psilocybin,DRUG,treatment-resistant depression,HEALTH,NEEDS MORE RESEARCH BETWEEN,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2931,psilocybin,DRUG,treatment-resistant depression,HEALTH,NEEDS MORE RESEARCH BETWEEN,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2932,psilocybin,DRUG,terminal cancer diagnoses,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2933,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2934,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2935,psilocybin,DRUG,reducing symptoms of anxiety,OUTCOME,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2936,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,8504094a91e9e3161a0512979b9068157aaae6cbdcd65b85c383fc6263a56b31
2937,Psychedelics,DRUG,disrupting ordinary language processes,OUTCOME,POSITIVELY IMPACTS,7716dbfe0fbf6dbf7fb285a37a641204132934d21ae1e061e23f3aee2221c94d
2938,Psychedelics,DRUG,enhance psychological flexibility,OUTCOME,POSITIVELY IMPACTS,7716dbfe0fbf6dbf7fb285a37a641204132934d21ae1e061e23f3aee2221c94d
2939,psilocybin,DRUG,psychological flexibility,OUTCOME,POSITIVELY IMPACTS,7716dbfe0fbf6dbf7fb285a37a641204132934d21ae1e061e23f3aee2221c94d
2940,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,7716dbfe0fbf6dbf7fb285a37a641204132934d21ae1e061e23f3aee2221c94d
2941,psilocybin,DRUG,"habits of acceptance, connection and embodiment",OUTCOME,POSITIVELY IMPACTS,7716dbfe0fbf6dbf7fb285a37a641204132934d21ae1e061e23f3aee2221c94d
2942,psilocybin,DRUG,transformational processes,OUTCOME,POSITIVELY IMPACTS,7716dbfe0fbf6dbf7fb285a37a641204132934d21ae1e061e23f3aee2221c94d
2943,LSD,DRUG,subjective effects,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2944,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2945,LSD,DRUG,subjective effects,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2946,LSD,DRUG,longer terminal elimination half-life,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2947,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2948,LSD,DRUG,subjective effects,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2949,LSD,DRUG,longer terminal elimination half-life,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2950,LSD,DRUG,longer terminal elimination half-life,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2951,LSD,DRUG,longer terminal elimination half-life,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2952,LSD,DRUG,increased subjective effects,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2953,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2954,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2955,LSD,DRUG,positive subjective effects,OUTCOME,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2956,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2957,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2958,µg,DRUG,µg,DRUG,THOUGHT TO CAUSE,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2959,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2960,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2961,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2962,LSD,DRUG,anxiety,HEALTH,NEGATIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2963,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
2964,LSD,DRUG,ego dissolution,SUBJECTIVE,POSITIVELY IMPACTS,3d85c85600e9af6d17fb89e7b5bb6b41262a7dbd37c72acfae67b9f8eaad4206
